アルフレド O O
・ O O
ロダス O O
（ O O
オランダ O O
語 O O
版 O O
） O O
1 O O
試合 O O
勝負 O O
で O O
行わ O O
れ O O
、 O O
福岡 O O
が O O
延長 O O
V O O
ゴール O O
で O O
勝利 O O
し O O
2 O O
回戦 O O
に O O
進出 O O
。 O O

敗れ O O
た O O
札幌 O O
は O O
第 O O
3 O O
参入 O O
クラブ O O
決定 O O
戦 O O
へ O O
。 O O

J O O
2 O O
リーグ O O
の O O
年間 O O
36 O O
位 O O
（ O O
原則 O O
） O O
の O O
チーム O O
が O O
、 O O
J O O
1 O O
昇格 O O
の O O
第 O O
3 O O
の O O
枠 O O
を O O
争う O O
大会 O O
。 O O

一般 O O
投票 O O
で O O
敗北 O O
し O O
、 O O
選挙人 O O
投票 O O
で O O
勝利 O O
し O O
た O O
候補 O O
が O O
大統領 O O
と O O
なる O O
の O O
は O O
、 O O
ベンジャミン O O
・ O O
ハリソン O O
が O O
当選 O O
し O O
た O O
1888 O O
年 O O
の O O
大統領 O O
選挙 O O
以来 O O
112 O O
年 O O
ぶり O O
の O O
こと O O
で O O
あっ O O
た O O
。 O O

対立 O O
候補 O O
の O O
ビル O O
・ O O
ブラッドリー O O
元 O O
上院 O O
議員 O O
が O O
、 O O
均衡 O O
財政 O O
から O O
福祉 O O
増額 O O
に O O
切り替える O O
など O O
の O O
路線 O O
刷新 O O
を O O
訴え O O
た O O
が O O
、 O O
全州 O O
で O O
ゴア O O
が O O
勝利 O O
し O O
た O O
。 O O

本 O O
選挙 O O
編集 O O
ブッシュ O O
は O O
父 O O
ジョージ O O
・ O O
H O O
・ O O
W O O
・ O O
ブッシュ O O
の O O
政権 O O
時代 O O
の O O
国防 O O
長官 O O
で O O
あっ O O
た O O
ディック O O
・ O O
チェイニー O O
に O O
副大統領 O O
候補 O O
の O O
推薦 O O
を O O
依頼 O O
し O O
た O O
が O O
、 O O
チェイニー O O
は O O
自ら O O
を O O
推薦 O O
し O O
、 O O
副大統領 O O
候補 O O
と O O
なっ O O
た O O
。 O O

この O O
他 O O
、 O O
緑 O O
の O O
党 O O
から O O
消費者 O O
運動家 O O
の O O
ラルフ O O
・ O O
ネーダー O O
が O O
、 O O
改革 O O
党 O O
から O O
パット O O
・ O O
ブキャナン O O
が O O
立候補 O O
し O O
た O O
が O O
、 O O
両者 O O
とも O O
当選 O O
の O O
見込み O O
は O O
薄く O O
、 O O
それぞれ O O
ゴア O O
と O O
ブッシュ O O
の O O
票 O O
を O O
食う O O
もの O O
と O O
思わ O O
れ O O
た O O
。 O O

フロリダ州 B-ORG B-ORG
州 I-ORG I-ORG
務 I-ORG I-ORG
省 I-ORG I-ORG
が O O
8 O O
日 O O
に O O
発表 O O
し O O
た O O
同州 O O
の O O
開票 O O
結果 O O
は O O
、 O O
ブッシュ O O
が O O
290万9135 O O
票 O O
、 O O
ゴア O O
が O O
290万7351 O O
票 O O
、 O O
差 O O
は O O
1784 O O
票 O O
で O O
あっ O O
た O O
。 O O

州法 O O
規定 O O
に O O
よる O O
、 O O
機械 O O
に O O
よる O O
再集計 O O
が O O
行わ O O
れる O O
と O O
、 O O
差 O O
が O O
1000 O O
票 O O
程度 O O
に O O
縮小 O O
し O O
た O O
が O O
、 O O
ブッシュ O O
の O O
優勢 O O
は O O
変わら O O
なかっ O O
た O O
。 O O

当時 O O
パーム O O
ビーチ O O
郡 O O
など O O
で O O
用い O O
られ O O
た O O
バタフライ O O
方式 O O
と O O
言わ O O
れる O O
パンチカード O O
式 O O
の O O
投票 O O
方式 O O
で O O
は O O
、 O O
穿孔 O O
くず O O
が O O
切り落とさ O O
れ O O
ず O O
穴 O O
に O O
くっつい O O
て O O
ぶら下がり O O
、 O O
それ O O
が O O
読み取り O O
機 O O
に O O
よっ O O
て O O
穿孔 O O
と O O
判断 O O
さ O O
れ O O
ない O O
こと O O
が O O
ある O O
と O O
いう O O
欠陥 O O
が O O
あっ O O
た O O
。 O O

各 O O
郡 O O
は O O
これ O O
を O O
受け O O
て O O
再集計 O O
を O O
開始 O O
し O O
た O O
。 O O

現状 O O
維持 O O
で O O
あれ O O
ば O O
勝利 O O
と O O
なる O O
ブッシュ O O
側 O O
は O O
、 O O
手作業 O O
再集計 O O
の O O
中止 O O
を O O
求める O O
訴訟 O O
を O O
連邦 O O
地区 O O
裁判所 O O
に O O
対し O O
て O O
起こし O O
た O O
。 O O

一方 O O
で O O
セミノール O O
郡 O O
と O O
マーティン O O
郡 O O
で O O
の O O
不在者 O O
投票 O O
申請時 O O
に O O
共和 O O
党員 O O
に O O
よる O O
不正 O O
が O O
あっ O O
た O O
と O O
し O O
て O O
、 O O
両郡 O O
で O O
の O O
不在者 O O
投票 O O
を O O
無効 O O
と O O
する O O
こと O O
を O O
求める O O
訴訟 O O
が O O
あっ O O
た O O
が O O
、 O O
連邦 O O
最高裁 O O
の O O
最終 O O
判決 O O
と O O
同日 O O
の O O
12 O O
月 O O
12 O O
日 O O
に O O
州 O O
最高裁 O O
は O O
却下 O O
し O O
た O O
。 O O

「 O O
重犯罪 O O
者 O O
」 O O
編集 O O
フロリダ州 O O
で O O
は O O
重犯罪 O O
者 O O
の O O
投票権 O O
が O O
停止 O O
さ O O
れる O O
が O O
、 O O
グレッグ O O
・ O O
パラスト O O
に O O
よる O O
と O O
、 O O
フロリダ O O
で O O
の O O
犯罪者 O O
リスト O O
の O O
95 O O
% O O
は O O
、 O O
実際 O O
の O O
重犯罪 O O
者 O O
の O O
もの O O
で O O
は O O
なく O O
、 O O
その O O
多く O O
は O O
黒人 O O
（ O O
アフリカ O O
系 O O
アメリカ人 O O
） O O
で O O
あり O O
、 O O
投票権 O O
が O O
不正 O O
に O O
奪わ O O
れ O O
た O O
と O O
さ O O
れる O O
6 O O
。 O O

ここ O O
で O O
数 O O
名 O O
の O O
下院 O O
議員 O O
から O O
結果 O O
認定 O O
へ O O
の O O
異議 O O
が O O
上っ O O
た O O
が O O
、 O O
ゴア O O
は O O
議事 O O
手続 O O
規定 O O
に O O
則っ O O
て O O
これ O O
を O O
却下 O O
し O O
、 O O
ブッシュ O O
の O O
大統領 O O
当選 O O
を O O
宣言 O O
し O O
た O O
。 O O

この O O
台風 O O
の O O
特徴 O O
と O O
し O O
て O O
、 O O
他 O O
の O O
台風 O O
より O O
強風域 O O
が O O
大きかっ O O
た O O
こと O O
が O O
挙げ O O
られる O O
。 O O

1941 O O
年 O O
の O O
統計 O O
開始 O O
以来 O O
最大 O O
） O O
愛媛県四国中央市 O O
富郷 O O
： O O
441 O O
mm O O
（ O O
20 O O
日 O O
。 O O

救出 O O
の O O
際 O O
使わ O O
れ O O
た O O
ボート O O
は O O
、 O O
近く O O
に O O
居 O O
た O O
トラック O O
の O O
運転士 O O
が O O
荷物 O O
の O O
ボート O O
を O O
提供 O O
し O O
た O O
もの O O
で O O
、 O O
後日 O O
運転士 O O
は O O
表彰 O O
さ O O
れ O O
た O O
。 O O

淡路 O O
島 O O
で O O
は O O
洲本市 O O
（ O O
千草 O O
川 O O
、 O O
洲本 O O
川 O O
氾濫 O O
・ O O
決壊 O O
） O O
で O O
約 O O
3100 O O
棟 O O
、 O O
津名 O O
町 O O
（ O O
志筑 O O
川 O O
氾濫 O O
・ O O
決壊 O O
、 O O
現 O O
淡路市 O O
） O O
で O O
約 O O
700 O O
棟 O O
、 O O
西淡 O O
町 O O
（ O O
三原 O O
川 O O
氾濫 O O
・ O O
決壊 O O
、 O O
現 O O
南あわじ市 O O
） O O
で O O
約 O O
800 O O
棟 O O
の O O
床上 O O
床下浸水 O O
。 O O

節句 O O
（ O O
せっく O O
） O O
は O O
、 O O
中国 O O
の O O
陰陽 O O
五 O O
行 O O
説 O O
に O O
由来 O O
し O O
て O O
定着 O O
し O O
た O O
日本 O O
の O O
暦 O O
（ O O
「 O O
暦 O O
」 O O
も O O
参照 O O
） O O
に O O
おけ O O
る O O
、 O O
伝統的 O O
な O O
年中 O O
行事 O O
を O O
行う O O
季節 O O
の O O
節目 O O
（ O O
ふしめ O O
） O O
と O O
なる O O
日 O O
。 O O

日本 O O
の O O
文化 O O
・ O O
風習 O O
。 O O

五 B-ORG O
節句 I-ORG O
漢名 O O
日 O O
付和 O O
名 O O
節句 O O
料理 O O
人日 O O
（ O O
じん O O
じつ O O
） O O
1 O O
月 O O
7 O O
日 O O
七草 O O
の O O
節句 O O
七草 O O
粥 O O
3 O O
。 O O

なお O O
、 O O
新暦 O O
で O O
は O O
3 O O
月 O O
3 O O
日 O O
・ O O
5 O O
月 O O
5 O O
日 O O
・ O O
7 O O
月 O O
7 O O
日 O O
は O O
同じ O O
曜日 O O
と O O
なる O O
。 O O

逆 O O
に O O
教皇 O O
を O O
公会議 O O
に O O
召喚 O O
する O O
に O O
至っ O O
て O O
、 O O
教皇 O O
対 O O
公 O O
会議 O O
主義者 O O
の O O
争い O O
と O O
いう O O
様相 O O
を O O
呈し O O
始め O O
た O O
。 O O

この O O
段階 O O
で O O
は O O
まだ O O
公会議 O O
側 O O
に O O
理 O O
が O O
ある O O
と O O
みる O O
人々 O O
が O O
多かっ O O
た O O
ため O O
、 O O
二 O O
年 O O
に O O
わたる O O
駆け引き O O
の O O
後 O O
に O O
（ O O
世俗 O O
諸侯 O O
の O O
圧力 O O
も O O
あっ O O
て O O
） O O
教皇 O O
側 O O
は O O
譲歩 O O
を O O
余儀 O O
なく O O
さ O O
れ O O
、 O O
1433 O O
年 O O
に O O
解散 O O
命令 O O
を O O
撤回 O O
し O O
、 O O
公会議 O O
を O O
正統 O O
な O O
もの O O
と O O
し O O
て O O
存続 O O
を O O
認め O O
た O O
。 O O

この O O
戦闘 O O
で O O
数 O O
名 O O
の O O
尊攘 O O
派 O O
は O O
逃走 O O
し O O
た O O
が O O
、 O O
続く O O
翌朝 O O
の O O
市 O O
中 O O
掃討 O O
で O O
会津 O O
・ O O
桑名 O B-ORG
藩 O I-ORG
ら O O
と O O
連携 O O
し O O
、 O O
20 O O
余 O O
名 O O
を O O
捕縛 O O
し O O
た O O
。 O O

桂 O O
小五郎 O O
（ O O
後 O O
の O O
木戸 O O
孝允 O O
） O O
は O O
、 O O
会合 O O
へ O O
の O O
到着 O O
が O O
早 O O
すぎ O O
た O O
の O O
で O O
、 O O
一旦 O O
池田 O O
屋 O O
を O O
出 O O
て O O
対馬 O O
藩邸 O O
で O O
大島 O O
友之 O O
允 O O
と O O
談話 O O
し O O
て O O
い O O
た O O
ため O O
、 O O
難 O O
を O O
逃れ O O
た O O
。 O O

御所 O O
焼き討ち O O
の O O
計画 O O
を O O
未然 O O
に O O
防ぐ O O
事 O O
に O O
成功 O O
し O O
た O O
新選 O O
組 O O
の O O
名 O O
は O O
天下 O O
に O O
轟い O O
た O O
。 O O

落命 O O
し O O
た O O
志士 O O
達 O O
は O O
、 O O
三条 O O
大橋 O O
東 O O
の O O
三 O O
縁 O O
寺 O O
に O O
運ば O O
れ O O
て O O
葬ら O O
れ O O
た O O
。 O O

永倉 O O
は O O
「 O O
片っ端 O O
から O O
」 O O
探索 O O
し O O
た O O
旨 O O
述べ O O
て O O
おり O O
、 O O
また O O
事件 O O
直前 O O
に O O
祇園 O O
の O O
井筒屋 O O
に O O
新選 O O
組 O O
が O O
探索 O O
を O O
行っ O O
た O O
記録 O O
が O O
ある O O
ため O O
、 O O
実際 O O
に O O
は O O
会合 O O
場所 O O
が O O
どこ O O
で O O
ある O O
か O O
は O O
把握 O O
し O O
て O O
おら O O
ず O O
、 O O
多く O O
の O O
場所 O O
を O O
探索 O O
し O O
て O O
い O O
た O O
と O O
考え O O
られる O O
。 O O

いったん O O
脱出 O O
。 O O

鼎蔵 O O
の O O
弟 O O
。 O O

二 O O
階 O O
南側 O O
より O O
逃走 O O
、 O O
水戸 O O
藩邸 O O
に O O
逃げる O O
も O O
追い出さ O O
れ O O
、 O O
捕縛 O O
さ O O
れ O O
、 O O
刑死 O O
） O O
池田 O B-ORG
屋 O I-ORG
事件 O O
で O O
捕縛 O O
さ O O
れ O O
た O O
一般人 O O
編集 O O
入江 O O
惣兵衛 O O
（ O O
池田 O O
屋 O O
主人 O O
。 O O

刑死 O O
） O O
幸次郎 O O
（ O O
和泉屋 O O
手代 O O
。 O O

元 O O
の O O
池田 O O
屋 O O
は O O
人手 O O
に O O
渡り O O
、 O O
別 O O
の O O
経営者 O O
が O O
佐々木 B-ORG O
旅館 I-ORG O
と O O
し O O
て O O
営業 O O
し O O
て O O
い O O
た O O
が O O
、 O O
廃業 O O
し O O
た O O
。 O O

客車 O O
9 O O
両 O O
） O O
の O O
機関士 O O
・ O O
機関 O O
助士 O O
が O O
、 O O
遅れ O O
に O O
よる O O
ダイヤ O O
調整 O O
の O O
ため O O
「 O O
注意 O O
」 O O
現示 O O
に O O
なっ O O
て O O
い O O
た O O
通過 O O
信号機 O O
（ O O
場内 O O
信号機 O O
の O O
下 O O
に O O
設置 O O
さ O O
れ O O
て O O
おり O O
、 O O
「 O O
注意 O O
」 O O
現示 O O
なら O O
駅 O O
構内 O O
で O O
停車 O O
し O O
なけれ O O
ば O O
なら O O
ない O O
） O O
を O O
見落とし O O
、 O O
列車 O O
は O O
所定 O O
通過 O O
速度 O O
約 O O
58 O O
kmh O O
の O O
まま O O
駅 O O
構内 O O
に O O
進入 O O
し O O
た O O
。 O O

この O O
事故 O O
で O O
は O O
安全 O O
側線 O O
に O O
進入 O O
し O O
た O O
のち O O
本線 O O
側 O O
に O O
脱線 O O
、 O O
支障 O O
し O O
た O O
ため O O
安全 O O
側線 O O
の O O
効果 O O
を O O
発揮 O O
する O O
こと O O
が O O
でき O O
なかっ O O
た O O
。 O O

一方 O O
、 O O
下り O O
快速 O O
列車 O O
の O O
機関士 O O
は O O
、 O O
当時 O O
は O O
列車 O O
無線 O O
の O O
設備 O O
が O O
ない O O
ため O O
、 O O
通過 O O
信号機 O O
の O O
注意 O O
現示 O O
に O O
従っ O O
て O O
駅 O O
に O O
臨時 O O
停車 O O
し O O
、 O O
駅長 O O
から O O
行き違い O O
変更 O O
の O O
連絡 O O
を O O
受ける O O
ほか O O
に O O
ダイヤ O O
の O O
変更 O O
を O O
知る O O
方法 O O
が O O
なく O O
、 O O
事故 O O
に O O
至る O O
まで O O
六軒駅 O O
で O O
の O O
行き違い O O
の O O
変更 O O
を O O
知ら O O
ず O O
、 O O
本来 O O
の O O
ダイヤ O O
通り O O
六軒駅 O O
を O O
通過 O O
する O O
認識 O O
で O O
あっ O O
た O O
。 O O

捜査 O O
で O O
は O O
、 O O
臨時 O O
行き違い O O
変更 O O
の O O
指令 O O
を O O
駅 O O
が O O
受け取り O O
、 O O
通過 O O
信号機 O O
を O O
「 O O
注意 O O
」 O O
、 O O
出発 O O
信号機 O O
を O O
「 O O
停止 O O
」 O O
に O O
変え O O
た O O
時 O O
に O O
は O O
、 O O
列車 O O
は O O
既に O O
この O O
通過 O O
信号機 O O
の O O
確認 O O
喚呼 O O
位置 O O
まで O O
来 O O
て O O
い O O
た O O
と O O
さ O O
れ O O
た O O
（ O O
しかし O O
、 O O
この O O
捜査 O O
結果 O O
は O O
、 O O
上り O O
対向 O O
列車 O O
が O O
すでに O O
松阪駅 O O
を O O
出発 O O
し O O
て O O
いる O O
に O O
も O O
かかわら O O
ず O O
通過 O O
信号機 O O
および O O
出発 O O
信号機 O O
が O O
この O O
時点 O O
まで O O
「 O O
進行 O O
」 O O
現示 O O
で O O
あっ O O
た O O
こと O O
に O O
なり O O
、 O O
疑念 O O
が O O
残る O O
） O O
が O O
、 O O
直接 O O
の O O
物証 O O
が O O
ない O O
まま O O
、 O O
長期 O O
に O O
わたり O O
争わ O O
れ O O
た O O
結果 O O
と O O
し O O
て O O
、 O O
機関士 O O
の O O
信号 O O
誤認 O O
が O O
原因 O O
で O O
ある O O
と O O
の O O
判決 O O
と O O
なっ O O
た O O
。 O O

しかし O O
それ O O
に O O
よる O O
管理 O O
側 O O
の O O
責任 O O
は O O
問わ O O
れ O O
なかっ O O
た O O
。 O O

対策 O O
編集 O O
この O O
事故 O O
を O O
機 O O
に O O
、 O O
国電 O O
（ O O
国鉄 O O
電車 O O
） O O
区間 O O
を O O
中心 O O
に O O
用い O O
られ O O
て O O
い O O
た O O
、 O O
自動列車停止装置 O O
（ O O
ATS O O
） O O
の O O
前身 O O
で O O
ある O O
と O O
も O O
いえる O O
車内 O O
警報 O O
装置 O O
を O O
全国 O O
の O O
主要 O O
幹線 O O
に O O
設置 O O
する O O
方針 O O
が O O
決定 O O
さ O O
れ O O
た O O
。 O O

1955 O O
年 O O
5 O O
月 O O
14 O O
日 O O
岩手県北上市 O O
で O O
修学旅行 O O
バス O O
が O O
川 O O
に O O
転落 O O
し O O
、 O O
12 O O
名 O O
が O O
死亡 O O
・ O O
31 O O
名 O O
が O O
重軽傷 O O
（ O O
北上 O O
バス O O
転落 O O
事故 O O
） O O
。 O O

プロジェクト B-ORG B-ORG
地球 I-ORG I-ORG
科学 I-ORG I-ORG
プロジェクト I-ORG I-ORG
災害 I-ORG I-ORG
テンプレート O O
を O O
表示 O O
宮城県沖地震（みやぎけんおき O O
じしん O O
） O O
は O O
、 O O
2003 O O
年 O O
5 O O
月 O O
26 O O
日 O O
18 O O
時 O O
24 O O
分 O O
に O O
宮城県 O O
沖 O O
を O O
震源 O O
と O O
し O O
て O O
発生 O O
し O O
た O O
マグニチュード O O
71 O O
（ O O
Mw O O
70 O O
） O O
、 O O
最大 O O
震度 O O
6 O O
弱 O O
の O O
地震 O O
。 O O

太平洋 O O
プレート O O
の O O
内部 O O
で O O
、 O O
南北 O O
約 O O
30 O O
から O O
40 O O
km O O
が O O
上下 O O
20 O O
km O O
に O O
わたっ O O
て O O
ひび割れ O O
、 O O
縦 O O
方向 O O
に O O
約 O O
2 O O
m O O
ずれ O O
た O O
と O O
み O O
られる O O
（ O O
独立行政法人 O B-ORG
防災 O I-ORG
科学技術 O I-ORG
研究所 O I-ORG
） O O
。 O O

住宅 O O
の O O
全壊 O O
2 O O
棟 O O
、 O O
半壊 O O
21 O O
棟 O O
、 O O
一部 O O
破損 O O
2404 O O
棟 O O
4 O O
。 O O

宮城県 O O
沖 O O
地震 O O
宮城県 O O
沖 O O
で O O
発生 O O
する O O
地震 O O
の O O
総称 O O
。 O O

これ O O
に O O
よっ O O
て O O
、 O O
YIDFF B-ORG B-ORG
で O O
大賞 O O
を O O
受賞 O O
し O O
た O O
作品 O O
は O O
アカデミー O O
賞 O O
へ O O
の O O
応募 O O
資格 O O
を O O
得る O O
こと O O
に O O
なっ O O
た O O
8 O O
。 O O

映画祭 O O
の O O
役割 O O
編集 O O
インターナショナル O O
・ O O
コンペティション O O
部門 O O
で O O
最高 O O
賞 O O
の O O
大賞 O O
を O O
とっ O O
た O O
中国 O O
の O O
王 O O
兵 O O
監督 O O
は O O
、 O O
「 O O
山形 O O
映画祭 O O
は O O
政界 O O
の O O
映画 O O
人 O O
に O O
認め O O
られ O O
、 O O
尊敬 O O
さ O O
れ O O
て O O
いる O O
。 O O

2006 O O
年 O O
10 O O
月 O O
国際 O O
交流 O O
基金 O O
国際 O O
交流 O O
奨励 O O
賞 O O
・ O O
文化 O O
芸術 O O
交流 O O
賞 O O
14 O O
。 O O

過去 O O
の O O
映画祭 O O
編集 O O
YIDFF B-ORG O
2017 O O
編集 O O
上映 O O
作品 O O
数 O O
161 O O
本 O O
作品 O O
総 O O
応募 O O
数 O O
インターナショナル O O
・ O O
コンペティション O O
： O O
1146 O O
本 O O
、 O O
121 O O
の O O
国 O O
と O O
地域 O O
から O O
アジア B-ORG O
千波 I-ORG O
万波 O O
： O O
645 O O
本 O O
、 O O
63 O O
の O O
国 O O
と O O
地域 O O
から O O
参加 O O
人数 O O
入場者 O O
： O O
22089 O O
主な O O
受賞 O O
作品 O O
インターナショナル O O
・ O O
コンペティション O O
部門 O O
ロバートフランシス O O
・ O O
フラハティ O O
賞 O O
（ O O
大賞 O O
） O O
オラ O O
と O O
ニコデム O O
の O O
家 O O
監督 O O
： O O
アンナ O O
・ O O
ザメツカポーランド O O
山形 O O
市長 O O
賞 O O
（ O O
最 O O
優秀賞 O O
） O O
カーキ O O
色 O O
の O O
記憶 O O
監督 O O
： O O
アルフォーズ O O
・ O O
タンジュールカタール O O
優秀賞 O O
孤独 O O
な O O
存在 O O
監督 O O
： O O
沙 O O
青 O O
（ O O
シャー O O
・ O O
チン O O
） O O
中国 O O
私 O O
は O O
あなた O O
の O O
二 O O
グロ O O
で O O
は O O
ない O O
監督 O O
： O O
ラウル O O
・ O O
ペック O O
アメリカ O O
、 O O
フランス O O
、 O O
ベルギー O O
、 O O
スイス O O
特別賞 O O
激情 O O
の O O
時 O O
監督 O O
： O O
ジョアン O O
・ O O
モレイラ O O
・ O O
サレスブラジルアジア O O
千波 O O
万波 O O
部門 O O
小川 O O
紳介 O O
賞 O O
乱世 O O
備忘 O O
ー O O
僕 O O
ら O O
の O O
雨傘 O O
運動 O O
監督 O O
： O O
陳 O O
梓 O O
桓 O O
（ O O
チャン O O
・ O O
ジーウン O O
） O O
香港 O O
奨励 O O
賞 O O
人 O O
と O O
し O O
て O O
暮らす O O
監督 O O
： O O
ソン O O
・ O O
ユニョク O O
韓国 O O
あ O O
まねき O O
調べ O O
監督 O O
： O O
アヌシュカ O O
・ O O
ミーナークシ O O
、 O O
イーシュワル O O
・ O O
シュリクマールインド O O
特別賞 O O
パムソム O O
海賊 O O
団 O O
、 O O
ソウル O O
・ O O
インフェルノ O O
監督 O O
： O O
チョン O O
・ O O
ユンソク O O
韓国 O O
翡翠 O O
之 O O
城 O O
監督 O O
： O O
趙 O O
德胤 O O
（ O O
チャオ O O
・ O O
ダーイン O O
／ O O
ミディ B-ORG O
・ I-ORG O
ジー I-ORG O
） O O
台湾 O O
・ O O
ミャンマー O O
市民 O O
賞 O O
ニッポン O O
国 O O
VS O O
泉南 B-ORG O
石綿 I-ORG O
村 I-ORG O
監督 O O
： O O
原 O O
一男 O O
日本 O O
19 O O
日本 O O
監督 O O
協会 O O
賞 O O
あ O O
まねき O O
調べ O O
監督 O O
： O O
アヌシュカ O O
・ O O
ミーナークシ O O
、 O O
イーシュワル O O
・ O O
シュリクマールインド O O
YIDFF O O
2015 O O
編集 O O
上映 O O
作品 O O
数 O O
165 O O
本 O O
、 O O
45 O O
の O O
国 O O
と O O
地域 O O
から O O
作品 O O
総 O O
応募 O O
数 O O
インターナショナル O O
・ O O
コンペティション O O
： O O
1196 O O
本 O O
、 O O
116 O O
の O O
国 O O
と O O
地域 O O
から O O
アジア B-ORG O
千波 I-ORG O
万波 O O
： O O
678 O O
本 O O
、 O O
59 O O
の O O
国 O O
と O O
地域 O O
から O O
参加 O O
人数 O O
入場者 O O
： O O
24290 O O
ゲスト O O
： O O
206 O O
プレス O O
： O O
322 O O
ボランティア O O
： O O
346 O O
主な O O
受賞 O O
作品 O O
インターナショナル O O
・ O O
コンペティション O O
部門 O O
ロバートフランシス O O
・ O O
フラハティ O O
賞 O O
（ O O
大賞 O O
） O O
ホース O O
マネー O O
監督 O O
： O O
ペドロ O O
・ O O
コスタ O O
ポルトガル O O
山形 O O
市長 O O
賞 O O
（ O O
最 O O
優秀賞 O O
） O O
真珠 O O
の O O
ボタン O O
監督 O O
： O O
パトリシオ O O
・ O O
グスマン O O
フランス O O
、 O O
チリ O O
、 O O
スペイン O O
優秀賞 O O
祖国 O O
ー O O
イラク O O
零 O O
年 O O
監督 O O
： O O
アッバース O O
・ O O
ファーデイルイラク O O
、 O O
フランス O O
銀 O O
の O O
水 O O
ー O O
シリア B-ORG O
・ I-ORG O
セルフ I-ORG O
レポート I-ORG O
監督 O O
： O O
オサーマ O O
・ O O
モハンメド O O
、 O O
ウィアーム O O
・ O O
シマヴ O O
・ O O
ベデルカーンシリア O O
、 O O
フランス O O
特別賞 O O
女 O O
たち O O
、 O O
彼女 O O
たち O O
監督 O O
： O O
フリア O O
・ O O
ペッシェアルゼンチンアジア O O
千波 O O
万波 O O
部門 O O
小川 O O
紳介 O O
賞 O O
たむろ O O
する O O
男 O O
たち O O
監督 O O
： O O
マーヤ O O
・ O O
アブドゥル O O
＝ O O
マラクフランス O O
、 O O
レバノン O O
奨励 O O
賞 O O
蛇 O O
の O O
皮 O O
監督 O O
： O O
ダニエル O O
・ O O
フイシンガポール O O
、 O O
ポルトガルラダック O O
それぞれ O O
の O O
物語 O O
監督 O O
： O O
奥間 O O
勝 O O
也 O O
日本 O O
特別賞 O O
きらめく O O
拍手 O O
の O O
音 O O
監督 O O
： O O
イギル O O
・ O O
ボラ O O
